learner_id,course_id,completion_rate,time_spent_hours,rating,action_completee,entreprise_lancee
L0486,CRS020,0.53,2.0,2,non,non
L0487,CRS015,0.81,2.6,5,oui,non
L0487,CRS019,0.91,5.3,4,non,non
L0487,CRS022,0.05,0.2,3,non,non
L0487,CRS004,0.83,4.1,5,non,non
L0488,CRS022,0.07,0.4,3,non,non
L0488,CRS019,0.43,2.6,2,non,oui
L0488,CRS020,0.47,1.8,2,non,non
L0488,CRS010,0.41,2.2,1,non,non
L0488,CRS024,0.66,1.8,1,non,non
L0488,CRS021,0.68,3.3,4,non,non
L0488,CRS004,0.9,1.7,5,oui,non
L0488,CRS015,0.54,2.3,3,non,non
L0488,CRS001,0.51,2.6,1,non,non
L0489,CRS009,0.95,5.2,5,oui,non
L0489,CRS010,0.57,2.0,3,non,non
L0489,CRS018,0.01,0.0,1,non,non
L0489,CRS005,0.05,0.2,4,non,non
L0489,CRS006,0.83,1.9,4,non,non
L0489,CRS004,0.6,1.1,1,non,non
L0489,CRS015,0.51,1.9,3,non,non
L0490,CRS022,0.04,0.1,1,non,non
L0490,CRS014,0.79,4.0,5,non,non
L0490,CRS018,0.43,1.6,2,non,non
L0490,CRS017,0.28,1.5,2,non,non
L0490,CRS005,0.38,0.8,4,non,non
L0490,CRS015,0.86,3.8,5,non,non
L0490,CRS013,0.88,5.0,4,oui,non
L0490,CRS016,0.55,2.6,4,non,oui
L0490,CRS002,0.45,1.3,1,non,non
L0490,CRS009,0.15,0.5,4,non,non
L0491,CRS019,0.55,0.8,2,non,non
L0491,CRS008,0.4,1.9,2,non,non
L0491,CRS021,0.88,1.9,4,non,non
L0491,CRS014,0.99,3.8,5,oui,non
L0491,CRS009,0.62,1.1,3,non,oui
L0491,CRS018,1.0,2.0,4,non,non
L0492,CRS021,0.34,2.0,1,non,non
L0492,CRS006,0.32,1.2,4,non,non
L0492,CRS007,0.83,1.3,4,non,non
L0492,CRS014,0.75,2.8,4,non,non
L0492,CRS004,0.1,0.3,1,non,non
L0492,CRS008,0.7,1.9,4,non,non
L0492,CRS023,0.06,0.3,4,non,non
L0492,CRS016,0.93,1.7,5,non,non
L0492,CRS022,0.54,2.6,1,non,non
L0492,CRS001,0.96,4.6,5,oui,non
L0493,CRS009,0.44,1.5,1,non,non
L0493,CRS003,0.84,3.6,5,oui,non
L0494,CRS014,0.31,1.2,3,non,non
L0494,CRS020,0.87,2.6,5,non,non
L0494,CRS022,0.66,1.3,2,non,non
L0494,CRS018,0.68,1.2,4,non,non
L0494,CRS024,0.25,1.4,1,non,non
L0494,CRS008,0.07,0.1,1,non,non
L0494,CRS019,0.6,2.9,4,non,non
L0494,CRS013,0.31,1.0,2,non,non
L0494,CRS015,0.58,1.7,1,non,non
L0495,CRS002,0.02,0.1,3,non,non
L0496,CRS017,0.29,0.9,4,non,non
L0496,CRS019,0.27,1.5,4,non,non
L0496,CRS009,0.41,1.2,4,non,non
L0496,CRS006,0.01,0.1,3,non,non
L0496,CRS002,0.87,3.2,5,non,non
L0497,CRS015,0.86,2.7,5,oui,non
L0497,CRS010,0.85,2.0,5,non,non
L0497,CRS011,0.11,0.5,3,non,non
L0497,CRS008,0.05,0.2,4,non,non
L0497,CRS007,0.19,0.4,3,non,non
L0497,CRS017,0.76,2.7,5,non,non
L0497,CRS001,0.47,1.6,3,non,non
L0497,CRS014,0.39,0.8,2,non,non
L0497,CRS005,0.98,1.9,5,oui,non
L0497,CRS022,0.8,3.5,3,non,oui
L0498,CRS001,0.2,0.4,3,non,non
L0498,CRS004,0.79,1.2,4,non,non
L0498,CRS016,0.99,3.3,4,oui,non
L0498,CRS019,0.42,0.9,1,non,non
L0498,CRS017,0.05,0.2,2,non,non
L0498,CRS013,0.88,2.7,5,non,non
L0498,CRS023,0.39,1.9,1,non,non
L0498,CRS022,0.35,1.8,2,non,non
L0498,CRS005,0.26,1.0,3,non,non
L0499,CRS018,0.94,2.5,4,non,non
L0499,CRS023,0.74,4.0,3,non,non
L0499,CRS008,0.94,2.1,5,non,non
L0499,CRS017,0.77,3.7,5,non,non
L0499,CRS011,0.62,3.2,1,non,non
L0499,CRS009,0.9,3.0,4,non,non
L0499,CRS012,0.64,3.1,4,non,non
L0499,CRS020,0.19,1.0,4,non,non
L0499,CRS002,0.82,4.5,4,oui,non
L0499,CRS022,0.06,0.3,4,non,non
L0499,CRS021,0.83,2.2,4,non,non
L0500,CRS011,0.83,2.2,4,non,non
L0500,CRS024,0.31,0.5,1,non,non
L0500,CRS018,0.72,2.4,5,non,non
L0500,CRS017,0.51,0.9,4,non,non
L0501,CRS009,0.26,0.9,2,non,non
L0501,CRS022,0.88,4.0,5,oui,non
L0501,CRS012,0.7,2.8,1,non,non
L0502,CRS025,0.54,1.7,4,non,non
L0502,CRS024,0.53,2.6,1,non,non
L0502,CRS022,0.99,3.6,4,oui,non
L0502,CRS011,0.84,3.8,4,non,oui
L0502,CRS008,0.09,0.4,4,non,non
L0502,CRS020,0.18,0.4,2,non,non
L0502,CRS004,0.65,2.7,2,non,non
L0502,CRS005,0.24,1.2,2,non,non
L0502,CRS015,0.99,4.4,5,non,non
L0502,CRS009,0.16,0.9,2,non,non
L0502,CRS014,0.52,2.0,1,non,non
L0503,CRS007,0.18,0.3,1,non,non
L0503,CRS006,0.39,1.3,1,non,oui
L0503,CRS005,0.03,0.2,4,non,non
L0503,CRS004,0.12,0.5,3,non,non
L0503,CRS002,0.38,0.7,1,non,non
L0503,CRS022,0.24,1.0,3,non,non
L0503,CRS001,0.64,1.2,1,non,non
L0503,CRS024,0.28,1.4,2,non,non
L0503,CRS008,0.31,1.7,3,non,non
L0504,CRS002,0.2,1.0,1,non,non
L0504,CRS001,0.75,4.2,3,non,non
L0505,CRS011,0.83,2.5,3,oui,non
L0505,CRS024,0.67,2.3,1,non,oui
L0505,CRS019,0.9,2.9,4,non,non
L0505,CRS013,0.09,0.5,2,non,non
L0505,CRS015,0.0,0.0,3,non,non
L0506,CRS019,0.42,1.0,2,non,non
L0506,CRS009,0.73,2.9,5,non,non
L0506,CRS020,0.61,3.1,2,non,non
L0506,CRS016,0.56,2.2,1,non,non
L0506,CRS002,1.0,4.5,5,oui,oui
L0506,CRS017,0.03,0.2,4,non,non
L0506,CRS001,0.45,0.8,4,non,non
L0506,CRS012,0.02,0.1,2,non,oui
L0506,CRS007,0.09,0.3,3,non,non
L0506,CRS014,0.96,3.7,5,oui,non
L0507,CRS010,0.98,3.9,3,oui,non
L0508,CRS012,0.49,1.4,1,non,non
L0508,CRS005,0.14,0.4,2,non,non
L0508,CRS003,0.1,0.5,2,non,non
L0508,CRS015,0.61,2.5,2,non,non
L0508,CRS025,0.18,0.4,4,non,non
L0508,CRS011,0.59,2.1,3,non,non
L0508,CRS017,0.37,2.1,1,non,non
L0508,CRS020,0.35,1.0,4,non,non
L0508,CRS004,0.05,0.2,2,non,oui
L0508,CRS022,0.58,1.2,3,non,non
L0509,CRS023,0.57,3.3,1,non,oui
L0510,CRS008,0.17,0.9,3,non,non
L0510,CRS023,0.47,1.1,2,non,non
L0510,CRS011,0.61,3.4,3,non,oui
L0510,CRS014,0.09,0.3,2,non,non
L0510,CRS009,0.26,0.9,1,non,non
L0510,CRS002,0.42,1.4,3,non,oui
L0510,CRS015,0.07,0.4,1,non,non
L0511,CRS012,0.08,0.4,3,non,non
L0511,CRS001,0.82,4.2,3,oui,non
L0511,CRS020,0.04,0.1,4,non,non
L0511,CRS006,0.68,1.0,4,non,non
L0511,CRS015,0.7,4.2,1,non,non
L0511,CRS004,0.57,1.7,3,non,non
L0511,CRS003,0.23,1.0,4,non,non
L0511,CRS011,0.56,1.4,4,non,non
L0511,CRS022,0.6,1.7,4,non,non
L0511,CRS014,0.41,2.0,2,non,non
L0512,CRS010,0.9,4.3,3,non,non
L0512,CRS018,0.15,0.7,4,non,non
L0512,CRS003,0.18,0.6,3,non,non
L0512,CRS007,0.88,4.5,4,oui,non
L0513,CRS011,0.06,0.3,4,non,oui
L0513,CRS005,0.43,1.0,2,non,non
L0513,CRS014,1.0,5.5,5,oui,non
L0513,CRS017,0.97,2.8,4,non,non
L0514,CRS010,0.28,0.5,3,non,non
L0514,CRS013,0.34,0.6,4,non,non
L0514,CRS005,0.56,2.7,1,non,non
L0514,CRS018,0.54,1.6,3,non,non
L0514,CRS002,0.49,2.3,1,non,non
L0514,CRS011,0.6,3.3,1,non,non
L0514,CRS020,1.0,3.6,5,oui,non
L0514,CRS021,0.99,1.6,4,oui,non
L0514,CRS015,0.45,1.5,2,non,non
L0514,CRS017,0.02,0.1,3,non,non
L0514,CRS016,0.32,1.8,3,non,non
L0515,CRS022,1.0,5.5,4,non,non
L0515,CRS006,0.78,4.3,4,non,non
L0516,CRS001,0.16,0.5,1,non,oui
L0517,CRS011,0.86,4.9,4,oui,non
L0517,CRS007,0.69,1.8,3,non,oui
L0518,CRS002,0.7,3.7,4,non,non
L0518,CRS016,0.05,0.2,3,non,non
L0518,CRS004,0.91,4.1,3,non,non
L0518,CRS025,0.29,1.3,2,non,non
L0518,CRS015,0.77,1.2,5,non,non
L0519,CRS012,0.05,0.2,3,non,oui
L0519,CRS005,0.54,2.3,1,non,non
L0519,CRS002,0.99,3.0,5,oui,non
L0519,CRS007,0.55,1.7,2,non,non
L0519,CRS014,0.69,2.1,1,non,non
L0520,CRS002,0.96,3.9,5,non,oui
L0520,CRS014,0.57,3.3,1,non,oui
L0521,CRS023,0.5,2.3,2,non,non
L0521,CRS015,0.96,4.3,5,oui,non
L0521,CRS016,0.7,4.2,2,non,oui
L0521,CRS009,0.39,1.4,2,non,non
L0521,CRS002,0.01,0.0,3,non,non
L0521,CRS008,0.07,0.2,4,non,non
L0521,CRS025,0.13,0.4,3,non,non
L0522,CRS009,0.79,2.3,3,non,oui
L0522,CRS006,0.74,1.2,3,non,non
L0522,CRS019,0.89,4.7,3,non,oui
L0522,CRS002,0.76,3.0,5,non,non
L0522,CRS021,0.24,0.5,1,non,non
L0522,CRS024,0.39,1.0,2,non,non
L0522,CRS023,0.01,0.1,3,non,non
L0522,CRS005,0.92,3.3,5,oui,non
L0522,CRS008,0.45,2.4,2,non,non
L0523,CRS024,0.67,3.7,1,non,non
L0523,CRS019,0.14,0.4,2,non,oui
L0523,CRS014,0.46,1.6,1,non,non
L0523,CRS010,0.13,0.7,1,non,non
L0523,CRS006,0.34,0.8,1,non,non
L0523,CRS013,0.43,2.5,1,non,non
L0523,CRS002,0.61,2.7,1,non,non
L0523,CRS008,0.91,4.6,5,oui,non
L0523,CRS018,0.0,0.0,1,non,non
L0523,CRS023,0.77,2.9,4,non,non
L0524,CRS018,0.75,3.5,5,non,non
L0524,CRS025,0.69,2.2,1,non,non
L0524,CRS003,0.75,3.7,4,non,non
L0524,CRS019,0.77,3.6,4,non,oui
L0524,CRS011,0.98,4.2,4,oui,non
L0524,CRS022,0.9,4.6,4,non,non
L0525,CRS022,0.1,0.4,2,non,non
L0526,CRS006,0.13,0.7,2,non,non
L0526,CRS001,0.95,1.7,3,non,non
L0526,CRS002,0.28,0.7,2,non,non
L0526,CRS025,0.86,4.2,3,oui,non
L0526,CRS018,0.36,1.5,2,non,non
L0526,CRS007,0.67,3.2,1,non,non
L0526,CRS010,0.63,3.7,3,non,non
L0526,CRS021,0.7,1.7,2,non,non
L0527,CRS016,0.9,4.4,5,non,non
L0527,CRS012,0.05,0.1,2,non,oui
L0527,CRS005,0.98,1.7,5,non,non
L0527,CRS004,0.46,1.4,1,non,non
L0527,CRS008,0.22,1.1,1,non,non
L0527,CRS024,0.99,1.9,3,oui,non
L0527,CRS007,0.61,3.3,2,non,non
L0527,CRS002,0.96,2.4,3,non,non
L0528,CRS018,0.49,1.8,3,non,non
L0528,CRS009,0.88,5.2,5,oui,non
L0528,CRS003,0.46,2.2,1,non,non
L0528,CRS020,0.7,4.0,1,non,non
L0528,CRS013,0.8,2.5,3,non,non
L0528,CRS021,0.29,1.4,3,non,non
L0528,CRS006,0.04,0.2,4,non,non
L0528,CRS005,0.68,2.9,2,non,non
L0528,CRS023,0.57,1.7,3,non,non
L0528,CRS007,0.38,1.3,2,non,non
L0528,CRS002,0.39,1.3,1,non,non
L0528,CRS016,0.97,2.6,5,oui,non
L0529,CRS011,0.49,2.9,1,non,non
L0529,CRS021,0.93,2.0,4,oui,non
L0529,CRS018,0.71,3.2,5,non,non
L0529,CRS025,0.26,0.6,3,non,non
L0529,CRS009,0.89,4.2,4,oui,non
L0529,CRS005,0.19,0.6,1,non,non
L0529,CRS004,0.24,0.6,2,non,non
L0529,CRS017,0.03,0.1,1,non,oui
L0529,CRS023,0.83,4.4,5,oui,oui
L0529,CRS002,0.98,2.6,5,oui,non
L0529,CRS024,0.69,3.1,4,non,non
L0529,CRS012,0.45,1.9,3,non,non
L0530,CRS011,0.93,3.9,5,non,non
L0530,CRS007,0.43,2.4,2,non,oui
L0530,CRS012,0.34,1.1,1,non,non
L0530,CRS008,0.93,5.3,4,oui,non
L0530,CRS014,0.19,0.6,2,non,non
L0530,CRS023,0.94,3.8,5,non,non
L0530,CRS019,0.11,0.6,1,non,non
L0530,CRS016,0.98,2.1,4,oui,non
L0530,CRS009,0.12,0.3,1,non,non
L0530,CRS013,0.29,1.7,3,non,non
L0530,CRS024,0.58,1.5,2,non,non
L0531,CRS010,0.32,0.9,1,non,non
L0531,CRS025,0.41,1.8,4,non,non
L0532,CRS001,0.12,0.4,4,non,non
L0532,CRS025,0.93,2.6,4,non,non
L0532,CRS018,0.66,3.2,2,non,non
L0532,CRS021,0.91,4.6,4,non,non
L0532,CRS004,0.89,3.3,3,oui,non
L0532,CRS016,0.16,0.7,1,non,non
L0532,CRS017,0.41,1.2,2,non,non
L0532,CRS012,0.44,1.6,4,non,non
L0532,CRS006,0.32,0.8,4,non,oui
L0532,CRS005,0.28,0.5,1,non,non
L0532,CRS015,0.63,2.0,2,non,non
L0533,CRS003,0.92,3.4,4,oui,oui
L0533,CRS001,0.19,0.7,2,non,non
L0533,CRS012,0.03,0.1,1,non,non
L0533,CRS011,0.22,0.7,1,non,non
L0533,CRS021,0.16,0.3,1,non,non
L0533,CRS017,0.62,1.9,2,non,non
L0533,CRS002,0.39,2.2,1,non,non
L0533,CRS019,0.19,0.9,4,non,non
L0533,CRS024,0.34,1.6,3,non,non
L0534,CRS022,0.29,1.5,2,non,non
L0534,CRS007,0.23,0.6,4,non,non
L0534,CRS008,0.35,0.6,4,non,non
L0534,CRS005,0.05,0.3,1,non,non
L0534,CRS006,0.39,1.5,1,non,non
L0534,CRS025,0.81,4.2,4,non,non
L0534,CRS015,0.49,1.1,1,non,non
L0534,CRS023,0.85,4.4,5,non,non
L0534,CRS024,0.68,3.0,2,non,non
L0534,CRS021,0.96,3.6,5,oui,non
L0534,CRS001,0.53,1.4,4,non,non
L0535,CRS015,0.98,5.8,4,oui,non
L0535,CRS009,0.51,2.2,3,non,non
L0535,CRS005,0.15,0.6,2,non,non
L0535,CRS023,0.67,3.1,2,non,non
L0535,CRS007,0.96,3.2,5,non,non
L0535,CRS021,0.99,3.0,4,oui,non
L0536,CRS021,0.07,0.3,1,non,non
L0536,CRS024,0.68,2.5,1,non,non
L0536,CRS016,0.01,0.0,2,non,non
L0536,CRS008,0.95,4.7,5,non,oui
L0537,CRS003,0.83,3.0,4,non,non
L0537,CRS008,0.28,1.0,3,non,non
L0537,CRS013,0.57,2.9,1,non,non
L0537,CRS006,0.43,2.0,1,non,oui
L0537,CRS023,0.77,3.5,4,non,non
L0537,CRS002,0.02,0.1,1,non,non
L0537,CRS017,0.38,2.3,3,non,non
L0537,CRS010,0.5,2.6,1,non,non
L0537,CRS021,0.0,0.0,3,non,non
L0537,CRS024,0.98,4.4,3,oui,non
L0537,CRS018,0.1,0.5,1,non,non
L0538,CRS007,0.24,1.1,4,non,non
L0538,CRS019,0.57,2.0,1,non,non
L0539,CRS016,0.8,4.7,4,non,non
L0539,CRS007,0.65,2.9,1,non,non
L0539,CRS003,0.34,1.4,4,non,non
L0539,CRS006,0.42,1.1,2,non,non
L0539,CRS014,0.68,3.8,3,non,non
L0539,CRS025,0.6,2.6,4,non,non
L0539,CRS020,0.19,1.1,3,non,non
L0539,CRS008,0.12,0.2,1,non,non
L0539,CRS023,0.35,0.6,3,non,non
L0540,CRS009,0.01,0.0,2,non,non
L0540,CRS010,0.56,1.8,3,non,non
L0540,CRS019,0.76,2.8,4,non,non
L0540,CRS021,0.59,3.3,1,non,non
L0540,CRS015,0.2,1.1,4,non,non
L0540,CRS024,0.03,0.2,1,non,oui
L0540,CRS016,0.24,0.7,2,non,non
L0541,CRS019,0.74,4.4,5,non,non
L0542,CRS015,0.88,3.6,4,non,non
L0542,CRS003,0.22,0.5,3,non,non
L0542,CRS004,0.72,1.7,4,non,non
L0543,CRS006,0.85,3.6,5,oui,non
L0543,CRS015,0.57,1.7,4,non,non
L0543,CRS014,0.28,1.2,2,non,non
L0543,CRS022,0.33,0.9,3,non,non
L0543,CRS007,0.31,0.8,1,non,non
L0543,CRS023,0.31,0.6,2,non,non
L0543,CRS010,0.24,1.1,3,non,non
L0543,CRS008,0.45,1.1,3,non,non
L0543,CRS003,0.26,1.0,2,non,non
L0544,CRS019,0.33,1.1,4,non,non
L0545,CRS019,0.77,3.0,4,non,non
L0545,CRS022,0.16,0.9,4,non,non
L0545,CRS018,0.69,1.4,4,non,non
L0545,CRS021,0.48,1.4,3,non,non
L0546,CRS023,0.04,0.1,4,non,non
L0546,CRS014,0.38,0.7,2,non,non
L0546,CRS012,0.82,1.8,4,non,non
L0546,CRS011,0.2,1.1,3,non,non
L0546,CRS016,0.86,3.3,5,non,non
L0546,CRS019,0.34,1.5,4,non,non
L0546,CRS005,0.56,1.9,1,non,non
L0546,CRS020,0.61,3.5,3,non,non
L0546,CRS002,0.55,1.3,3,non,non
L0546,CRS008,0.22,0.4,3,non,oui
L0546,CRS001,0.2,1.1,2,non,non
L0547,CRS022,0.03,0.1,3,non,non
L0547,CRS024,0.18,0.6,1,non,oui
L0547,CRS005,0.23,0.8,4,non,non
L0548,CRS022,0.58,1.0,1,non,non
L0548,CRS025,0.97,3.4,4,non,non
L0548,CRS013,0.99,2.8,4,non,non
L0548,CRS018,0.79,4.2,3,non,non
L0548,CRS001,0.82,3.5,4,oui,non
L0548,CRS002,0.45,1.4,2,non,non
L0548,CRS024,0.13,0.8,2,non,oui
L0548,CRS011,0.02,0.1,1,non,non
L0548,CRS005,0.88,2.2,4,non,non
L0548,CRS009,0.44,2.1,1,non,non
L0548,CRS007,0.43,1.5,1,non,non
L0548,CRS023,0.43,2.1,3,non,non
L0549,CRS008,0.21,0.4,2,non,non
L0549,CRS024,0.73,2.9,4,non,non
L0549,CRS002,0.17,0.3,3,non,non
L0549,CRS006,0.95,2.0,4,oui,non
L0549,CRS009,0.95,4.8,3,non,non
L0549,CRS012,0.96,4.3,4,non,non
L0550,CRS015,0.81,3.8,4,oui,non
L0551,CRS025,0.83,4.7,4,oui,oui
L0551,CRS004,0.36,1.4,4,non,non
L0551,CRS016,0.68,2.9,3,non,non
L0551,CRS021,0.93,2.1,4,oui,non
L0551,CRS022,0.58,2.7,4,non,non
L0551,CRS023,0.53,2.5,2,non,non
L0551,CRS011,0.49,2.1,4,non,non
L0551,CRS009,0.94,4.8,3,non,non
L0551,CRS014,0.05,0.2,1,non,non
L0551,CRS024,0.35,1.6,4,non,non
L0551,CRS010,0.74,1.3,3,non,non
L0551,CRS013,0.05,0.3,3,non,non
L0552,CRS008,0.89,4.4,5,non,non
L0552,CRS020,0.91,5.2,4,non,non
L0552,CRS005,0.18,0.3,3,non,non
L0552,CRS012,0.11,0.3,3,non,non
L0552,CRS004,0.26,1.4,4,non,non
L0552,CRS019,0.19,0.5,1,non,non
L0552,CRS009,0.82,2.0,4,non,non
L0552,CRS022,0.9,1.4,5,oui,non
L0552,CRS006,0.6,3.4,1,non,non
L0552,CRS011,0.02,0.0,3,non,non
L0552,CRS018,0.38,1.4,3,non,oui
L0553,CRS007,0.7,1.6,4,non,non
L0553,CRS022,0.21,1.2,3,non,non
L0553,CRS015,0.27,1.0,4,non,non
L0553,CRS016,0.79,1.8,4,non,non
L0553,CRS009,0.02,0.0,4,non,non
L0553,CRS020,0.08,0.4,2,non,oui
L0554,CRS019,0.12,0.4,4,non,non
L0554,CRS024,0.15,0.4,4,non,non
L0554,CRS006,0.24,1.1,2,non,non
L0554,CRS005,0.17,0.7,3,non,non
L0554,CRS025,0.95,1.6,5,non,non
L0554,CRS010,0.62,1.0,3,non,non
L0555,CRS024,0.54,2.9,1,non,non
L0555,CRS004,0.53,2.8,2,non,oui
L0555,CRS008,0.64,1.5,2,non,non
L0555,CRS021,0.83,4.2,4,oui,non
L0556,CRS023,0.54,2.9,4,non,non
L0556,CRS012,0.99,2.8,3,non,non
L0557,CRS011,0.84,3.8,3,oui,non
L0557,CRS009,0.93,5.2,5,oui,non
L0557,CRS018,0.24,0.7,3,non,non
L0557,CRS023,0.96,4.2,4,oui,non
L0557,CRS002,0.31,1.5,4,non,non
L0557,CRS013,0.22,1.0,1,non,non
L0557,CRS010,0.71,2.5,4,non,non
L0557,CRS019,0.19,0.3,1,non,oui
L0557,CRS005,0.16,0.4,2,non,non
L0558,CRS010,0.49,1.9,1,non,non
L0558,CRS024,0.86,3.0,5,oui,non
L0559,CRS009,0.06,0.3,4,non,non
L0559,CRS019,0.74,3.6,3,non,oui
L0559,CRS023,0.35,0.8,2,non,non
L0559,CRS017,0.19,0.6,1,non,oui
L0559,CRS004,0.63,1.9,2,non,non
L0559,CRS006,0.89,4.9,5,oui,non
L0559,CRS022,0.55,1.2,4,non,non
L0559,CRS007,0.62,2.8,1,non,oui
L0559,CRS021,0.4,1.9,2,non,non
L0559,CRS001,0.76,4.3,4,non,non
L0560,CRS007,0.51,2.2,4,non,non
L0560,CRS017,0.45,1.2,3,non,non
L0560,CRS020,0.11,0.6,2,non,non
L0560,CRS013,0.51,1.1,2,non,non
L0560,CRS025,0.15,0.7,2,non,non
L0560,CRS021,0.19,0.9,1,non,non
L0560,CRS016,0.33,1.9,1,non,non
L0560,CRS014,0.9,3.3,3,oui,non
L0560,CRS003,0.63,2.0,2,non,oui
L0561,CRS017,0.96,1.9,5,oui,non
L0561,CRS004,0.59,2.4,2,non,non
L0561,CRS021,0.3,1.3,2,non,non
L0561,CRS009,0.02,0.1,2,non,non
L0561,CRS008,0.38,1.8,4,non,non
L0561,CRS003,0.76,3.2,4,non,non
L0561,CRS005,0.09,0.3,2,non,non
L0561,CRS015,0.51,2.1,2,non,non
L0561,CRS018,0.22,0.6,4,non,non
L0562,CRS025,0.44,1.2,2,non,non
L0563,CRS001,0.76,3.1,5,non,non
L0563,CRS015,0.56,2.2,4,non,non
L0563,CRS009,0.68,1.8,3,non,non
L0563,CRS021,0.85,2.4,4,non,non
L0563,CRS016,0.8,4.1,4,non,non
L0563,CRS005,0.46,1.3,4,non,non
L0563,CRS014,0.63,1.5,1,non,non
L0563,CRS019,0.29,1.2,1,non,non
L0563,CRS010,0.32,1.6,2,non,non
L0563,CRS003,0.51,1.7,1,non,non
L0564,CRS004,0.4,2.3,1,non,non
L0564,CRS002,0.29,1.2,1,non,oui
L0564,CRS006,0.54,1.5,3,non,non
L0565,CRS025,0.0,0.0,2,non,non
L0565,CRS008,0.8,2.4,4,non,non
L0566,CRS018,0.42,2.3,1,non,non
L0566,CRS008,0.96,4.8,3,non,non
L0566,CRS020,0.68,3.2,4,non,non
L0566,CRS023,0.89,4.5,4,oui,oui
L0566,CRS016,0.97,3.0,4,non,non
L0566,CRS009,0.57,3.0,3,non,non
L0566,CRS004,0.57,2.1,4,non,non
L0566,CRS025,0.91,4.0,5,oui,non
L0566,CRS012,0.64,1.1,1,non,non
L0567,CRS014,0.05,0.1,3,non,non
L0567,CRS012,0.97,2.0,5,oui,non
L0567,CRS023,0.27,0.8,4,non,non
L0567,CRS004,0.93,4.8,4,non,non
L0568,CRS005,0.87,1.8,5,oui,non
L0568,CRS025,0.86,1.8,3,non,non
L0568,CRS004,0.64,2.9,4,non,non
L0568,CRS011,0.26,0.7,4,non,non
L0568,CRS012,0.29,1.5,3,non,non
L0568,CRS020,0.6,1.8,1,non,non
L0568,CRS014,0.82,3.2,4,non,non
L0569,CRS010,0.35,0.7,1,non,oui
L0569,CRS011,0.25,0.5,2,non,non
L0569,CRS024,0.93,1.7,5,non,non
L0570,CRS021,0.16,0.8,2,non,non
L0570,CRS015,0.56,2.6,3,non,non
L0570,CRS016,0.17,0.7,3,non,non
L0571,CRS005,0.98,2.9,4,oui,non
L0571,CRS023,0.05,0.3,1,non,non
L0571,CRS011,0.6,1.6,4,non,non
L0571,CRS004,0.47,2.3,2,non,non
L0571,CRS013,0.14,0.5,3,non,non
L0571,CRS022,0.79,2.8,4,non,non
L0572,CRS019,0.53,1.3,1,non,non
L0572,CRS015,0.42,2.3,1,non,non
L0572,CRS007,0.24,1.1,2,non,non
L0572,CRS009,0.04,0.1,2,non,non
L0572,CRS010,0.56,1.7,2,non,non
L0572,CRS020,0.48,0.7,4,non,non
L0572,CRS023,0.68,2.0,1,non,non
L0572,CRS002,0.31,0.9,2,non,non
L0572,CRS011,0.73,2.7,5,non,oui
L0572,CRS008,0.51,2.7,3,non,non
L0572,CRS016,0.48,1.4,4,non,non
L0572,CRS022,0.74,2.6,5,non,non
L0573,CRS013,0.63,2.2,3,non,oui
L0573,CRS019,0.59,2.4,1,non,non
L0573,CRS003,0.11,0.4,3,non,non
L0573,CRS010,0.58,2.3,2,non,non
L0573,CRS008,0.68,2.1,1,non,non
L0573,CRS007,0.54,1.8,3,non,non
L0573,CRS025,0.17,0.5,3,non,non
L0573,CRS005,0.51,2.0,4,non,non
L0573,CRS009,0.44,1.8,3,non,non
L0573,CRS024,0.89,2.7,5,non,non
L0574,CRS024,0.73,3.1,3,non,non
L0574,CRS004,0.3,1.2,4,non,non
L0574,CRS019,0.46,2.6,3,non,non
L0574,CRS002,0.26,0.8,1,non,non
L0574,CRS006,0.79,1.9,5,non,non
L0574,CRS005,0.16,1.0,1,non,non
L0574,CRS003,0.73,3.2,4,non,non
L0574,CRS015,0.34,1.2,1,non,non
L0574,CRS018,0.58,2.5,4,non,non
L0575,CRS009,0.58,3.2,1,non,non
L0575,CRS011,0.62,3.5,2,non,non
L0576,CRS015,0.92,3.8,4,oui,non
L0576,CRS019,0.63,2.8,1,non,non
L0576,CRS002,0.46,2.2,3,non,non
L0576,CRS012,0.67,1.1,1,non,non
L0576,CRS011,0.24,1.0,1,non,non
L0576,CRS005,0.86,1.8,5,oui,non
L0576,CRS018,0.65,1.9,1,non,non
L0576,CRS014,0.43,1.8,3,non,non
L0577,CRS017,0.12,0.3,1,non,non
L0577,CRS023,0.3,1.4,2,non,non
L0578,CRS023,0.14,0.5,2,non,non
L0578,CRS017,0.51,2.1,2,non,non
L0578,CRS016,0.24,1.0,1,non,non
L0578,CRS007,0.54,3.2,4,non,non
L0578,CRS013,0.63,1.8,2,non,non
L0578,CRS021,0.33,1.1,4,non,non
L0579,CRS019,0.25,1.5,1,non,non
L0579,CRS006,0.84,4.7,5,oui,non
L0579,CRS012,0.86,3.4,5,oui,non
L0579,CRS023,0.41,1.2,2,non,non
L0579,CRS004,0.52,1.7,3,non,non
L0579,CRS021,0.82,3.8,3,non,non
L0579,CRS013,1.0,3.6,4,oui,non
L0579,CRS010,0.54,2.8,3,non,non
L0580,CRS002,0.56,0.8,4,non,non
L0580,CRS012,0.01,0.0,4,non,non
L0580,CRS004,0.13,0.7,1,non,non
L0580,CRS007,0.26,0.7,1,non,non
L0580,CRS022,0.58,2.4,2,non,non
L0581,CRS014,0.51,2.5,3,non,non
